No,Perguruan Tinggi,Peringkat,No. SK,Tahun SK,Wilayah,Tanggal Kadaluarsa,Status Kadaluarsa
2011,STKIP Muhammadiyah Pagaralam,Baik,671/SK/BAN-PT/Ak.Ppj/PT/IX/2023,2023,02,2027-10-18,Masih berlaku
2362,STKIP Muhammadiyah Sungai Penuh,Baik,119/SK/BAN-PT/Ak/PT/II/2023,2023,10,2028-02-22,Masih berlaku
2494,STKIP Mutiara Banten,Baik,1904/SK/BAN-PT/Ak/PT/XI/2022,2022,04,2027-11-15,Masih berlaku
947,STKIP Nahdlatul Ulama Indramayu,Baik,1593/SK/BAN-PT/Ak.B/PT/VIII/2024,2024,04,2026-08-14,Masih berlaku
1167,STKIP Nahdlatul Ulama Kabupaten Tegal,Baik,1290/SK/BAN-PT/Ak/PT/VII/2024,2024,06,2029-07-02,Masih berlaku
3011,STKIP Nasional,Baik,627/SK/BAN-PT/Ak/PT/IX/2022,2022,10,2027-09-06,Masih berlaku
3943,STKIP Nurul Huda di Sukaraja,Baik,981/SK/BAN-PT/Akred/PT/XI/2020,2020,02,2025-11-24,Masih berlaku
671,STKIP Nusa Timor,Baik,1825/SK/BAN-PT/Ak/PT/X/2024,2024,15,2029-10-03,Masih berlaku
413,STKIP PANCAKARYA,Baik,2113/SK/BAN-PT/Ak.P/PT/XI/2024,2024,04,2026-11-19,Masih berlaku
1377,STKIP PGRI Bangkalan,Baik Sekali,489/SK/BAN-PT/Ak.KP/PT/IV/2024,2024,07,2027-11-01,Masih berlaku
4090,STKIP PGRI Jombang,B,117/SK/BAN-PT/Ak-PPJ/PT/IV/2020,2020,07,2025-04-19,Sedang dalam proses evaluasi untuk perpanjangan peringkat
1758,STKIP PGRI Lumajang,B,1104/SK/BAN-PT/Ak.Ppj/PT/XII/2023,2023,07,2028-12-20,Masih berlaku
828,STKIP PGRI Manado,Baik,1599/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,16,2026-08-18,Masih berlaku
3846,STKIP PGRI Metro,Baik,1128/SK/BAN-PT/Akred/PT/XII/2020,2020,02,2025-12-16,Masih berlaku
2672,STKIP PGRI Nganjuk,Baik,1566/SK/BAN-PT/Ak.Ppj/PT/IX/2022,2022,07,2027-10-11,Masih berlaku
3932,STKIP PGRI Ponorogo,Baik Sekali,996/SK/BAN-PT/Akred/PT/XII/2020,2020,07,2025-12-01,Masih berlaku
3529,STKIP PGRI Sampang,Baik,527/SK/BAN-PT/Akred/PT/VI/2021,2021,07,2026-06-08,Masih berlaku
1575,STKIP PGRI Sidoarjo,B,184/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,07,2029-03-20,Masih berlaku
2829,STKIP PGRI Situbondo,Baik,1338/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,07,2025-04-26,3 hari lagi kedaluwarsa
1302,STKIP PGRI Sumenep,Baik,1119/SK/BAN-PT/Ak/PT/V/2024,2024,07,2029-05-28,Masih berlaku
1040,STKIP PGRI Trenggalek,Baik,1433/SK/BAN-PT/PEPA-Ppj/PT/VIII/2024,2024,07,2029-08-06,Masih berlaku
3723,STKIP Pamane Talino,Baik,172/SK/BAN-PT/Akred/PT/III/2021,2021,11,2026-03-09,Masih berlaku
1230,STKIP Pangeran Antasari,Baik,1232/SK/BAN-PT/Ak/PT/VI/2024,2024,01,2029-06-25,Masih berlaku
3751,STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu,Baik Sekali,128/SK/BAN-PT/Akred/PT/II/2021,2021,04,2026-02-24,Masih berlaku
1796,STKIP Paracendekia N W Sumbawa,Baik,998/SK/BAN-PT/Ak/PT/XI/2023,2023,08,2028-11-28,Masih berlaku
3971,STKIP Paris Barantai,Baik,936/SK/BAN-PT/Akred/PT/XI/2020,2020,11,2025-11-11,Masih berlaku
759,STKIP Pelita Nusantara Buton,Baik,1752/SK/BAN-PT/Ak/PT/IX/2024,2024,09,2029-09-03,Masih berlaku
647,STKIP Pesisir Selatan,Baik,1863/SK/BAN-PT/Ak/PT/X/2024,2024,10,2029-10-08,Masih berlaku
3025,STKIP Purwakarta,Baik,480/SK/BAN-PT/Ak/PT/VIII/2022,2022,04,2027-08-30,Masih berlaku
2221,STKIP Riama,Tidak Terakreditasi,333/SK/BAN-PT/Ak-TMSP/PT/V/2023,2023,01,,Masih berlaku
3928,STKIP Rokania,Baik,997/SK/BAN-PT/Akred/PT/XII/2020,2020,10,2025-12-01,Masih berlaku
3741,STKIP Sebelas April,Baik,154/SK/BAN-PT/Akred/PT/III/2021,2021,04,2026-03-02,Masih berlaku
641,STKIP Simbiosis,Baik,1862/SK/BAN-PT/Ak/PT/X/2024,2024,15,2029-10-08,Masih berlaku
637,STKIP Sinar Cendekia,Baik,1861/SK/BAN-PT/Ak/PT/X/2024,2024,04,2029-10-08,Masih berlaku
1811,STKIP Sinar Pancasila,Baik,1005/SK/BAN-PT/Ak/PT/XI/2023,2023,15,2028-11-28,Masih berlaku
3976,STKIP Singkawang,Baik Sekali,913/SK/BAN-PT/Akred/PT/XI/2020,2020,11,2025-11-10,Masih berlaku
2307,STKIP Situs Banten di Serang,Baik,203/SK/BAN-PT/Ak/PT/III/2023,2023,04,2028-03-21,Masih berlaku
1702,STKIP Surya,Baik,1226/SK/BAN-PT/PEPA-Ppj/PT/XII/2023,2023,04,2028-10-03,Masih berlaku
4022,STKIP Syekh Manshur,Baik,779/SK/BAN-PT/Akred/PT/IX/2020,2020,04,2025-09-29,159 hari lagi kedaluwarsa
3023,STKIP Taman Siswa Bima,Baik,484/SK/BAN-PT/Ak/PT/VIII/2022,2022,08,2027-08-30,Masih berlaku
713,STKIP Tomakaka Tiwikrama,Baik,1797/SK/BAN-PT/Ak/PT/IX/2024,2024,09,2029-09-17,Masih berlaku
1065,STKIP Usman Safri Kutacane,Baik,1424/SK/BAN-PT/Ak.P/PT/VII/2024,2024,13,2026-07-30,Masih berlaku
268,STKIP Veteran Sidrap,Baik,2249/SK/BAN-PT/Ak/PT/XII/2024,2024,09,2029-12-15,Masih berlaku
1346,STKIP Widya Yuwana,B,1006/SK/BAN-PT/Ak.Ppj/PT/V/2024,2024,07,2029-05-15,Masih berlaku
1485,STKIP Widyaswara Indonesia,Baik,322/SK/BAN-PT/Ak/PT/III/2024,2024,10,2029-03-20,Masih berlaku
3822,STKIP YPUP Makassar,Baik,1190/SK/BAN-PT/Akred/PT/XII/2020,2020,09,2025-12-22,Masih berlaku
2077,STKIP Yapis Dompu,Baik Sekali,554/SK/BAN-PT/Ak/PT/VIII/2023,2023,08,2028-08-29,Masih berlaku
3005,STKIP Yasika,Baik,722/SK/BAN-PT/Ak/PT/IX/2022,2022,04,2027-09-07,Masih berlaku
3185,STKIP Yayasan Abdi Pendidikan,Baik,154/SK/BAN-PT/AK-ISK/PT/IV/2022,2022,10,2025-08-22,121 hari lagi kedaluwarsa
1531,STKPK  Bina Insan,Baik,236/SK/BAN-PT/Ak.P/PT/III/2024,2024,PTAS,2026-03-13,Masih berlaku
3968,STMIK AKBA,Baik,937/SK/BAN-PT/Akred/PT/XI/2020,2020,09,2025-11-11,Masih berlaku
1438,STMIK AKI Pati,Baik,386/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,06,2029-04-10,Masih berlaku
2022,STMIK Amik Bandung,Baik Sekali,636/SK/BAN-PT/Ak/PT/IX/2023,2023,04,2028-09-19,Masih berlaku
1988,STMIK Amik Riau,B,735/SK/BAN-PT/Ak.Ppj/PT/X/2023,2023,17,2028-10-24,Masih berlaku
1734,STMIK Antar Bangsa,Baik,1183/SK/BAN-PT/Ak.Ppj/PT/XII/2023,2023,04,2028-12-29,Masih berlaku
1893,STMIK Bandung,Baik,914/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,04,2028-11-28,Masih berlaku
1842,STMIK Bandung Bali,Baik,940/SK/BAN-PT/Ak/PT/XI/2023,2023,08,2028-11-21,Masih berlaku
3990,STMIK Banjarbaru,Baik,887/SK/BAN-PT/Akred/PT/X/2020,2020,11,2025-10-27,Masih berlaku
694,STMIK Bina Mulia,Baik,1818/SK/BAN-PT/Ak.B/PT/IX/2024,2024,16,2026-09-24,Masih berlaku
3984,STMIK Bina Nusantara Jaya Lubuk Linggau,Baik,906/SK/BAN-PT/Akred/PT/XI/2020,2020,02,2025-11-03,Masih berlaku
2086,STMIK Bina Patria,Baik,544/SK/BAN-PT/Ak.Ppj/PT/VIII/2023,2023,06,2028-09-05,Masih berlaku
3656,STMIK Borneo Internasional,Baik,319/SK/BAN-PT/Akred/PT/IV/2021,2021,11,2026-04-13,Masih berlaku
3217,STMIK Catur Sakti Kendari,Baik,88/SK/BAN-PT/Akred/PT/II/2022,2022,09,2027-02-22,Masih berlaku
1012,STMIK Cilegon,Baik,1501/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,04,2026-08-13,Masih berlaku
922,STMIK Citra Mandiri Padangsidimpuan,Baik,1586/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,01,2026-08-14,Masih berlaku
1051,STMIK Dharma Wacana,Baik,1444/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,02,2026-08-06,Masih berlaku
1019,STMIK Dharmapala Riau,Baik,1534/SK/BAN-PT/Ak.B/PT/VIII/2024,2024,17,2026-08-13,Masih berlaku
2008,STMIK Dumai,Baik,706/SK/BAN-PT/Ak.Ppj/PT/X/2023,2023,10,2028-08-22,Masih berlaku
758,STMIK Ganesha Bandung,Baik,1734/SK/BAN-PT/Ak/PT/IX/2024,2024,04,2029-09-03,Masih berlaku
2334,STMIK Himsya,Baik,154/SK/BAN-PT/Ak/PT/III/2023,2023,06,2028-03-07,Masih berlaku
1870,STMIK IKMI Cirebon,Baik,973/SK/BAN-PT/Ak.Ppj/PT/XI/2023,2023,04,2028-12-05,Masih berlaku
1629,STMIK IM,Tidak Terakreditasi,85/SK/BAN-PT/PEPA-Ppj/PT/I/2024,2024,04,,Masih berlaku
3616,STMIK Indonesia Banda Aceh,Baik,377/SK/BAN-PT/Akred/PT/IV/2021,2021,13,2026-04-27,Masih berlaku
2538,STMIK Indonesia Banjarmasin,Baik,1876/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,11,2027-08-16,Masih berlaku
420,STMIK Indragiri,Baik,2088/SK/BAN-PT/Ak/PT/XI/2024,2024,17,2029-11-12,Masih berlaku
1715,STMIK Jabar,Baik,1188/SK/BAN-PT/Ak.Ppj/PT/XII/2023,2023,04,2028-12-29,Masih berlaku
1649,STMIK Jaya Nusa,Baik,13/SK/BAN-PT/PEPA-Ppj/PT/I/2024,2024,10,2028-11-07,Masih berlaku
1786,STMIK Jayakarta,Baik,1109/SK/BAN-PT/Ak.Ppj/PT/XII/2023,2023,03,2028-12-20,Masih berlaku
1464,STMIK Kaputama,B,404/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,01,2029-04-10,Masih berlaku
3871,STMIK Kharisma Karawang,Baik,1101/SK/BAN-PT/Akred/PT/XII/2020,2020,04,2025-12-15,Masih berlaku
3046,STMIK Kharisma Makassar,Baik,461/SK/BAN-PT/Ak/PT/VIII/2022,2022,09,2027-08-23,Masih berlaku
3624,STMIK Kreatindo Manokwari,Baik,363/SK/BAN-PT/Akred/PT/IV/2021,2021,14,2026-04-21,Masih berlaku
714,STMIK Kristen Neumann Indonesia,Baik,1798/SK/BAN-PT/Ak/PT/IX/2024,2024,01,2029-09-17,Masih berlaku
326,STMIK Kuwera,Baik,2200/SK/BAN-PT/Ak/PT/XII/2024,2024,03,2029-12-11,Masih berlaku
1585,STMIK Likmi,Baik Sekali,137/SK/BAN-PT/Ak.KP/PT/II/2024,2024,04,2028-11-01,Masih berlaku
3724,STMIK Logika,Baik,174/SK/BAN-PT/Akred/PT/III/2021,2021,01,2026-03-09,Masih berlaku
2273,STMIK Lombok,Baik,253/SK/BAN-PT/Ak/PT/IV/2023,2023,08,2028-04-11,Masih berlaku
3331,STMIK Mardira Indonesia,Baik,933/SK/BAN-PT/Akred/PT/X/2021,2021,04,2026-10-26,Masih berlaku
1567,STMIK Masa Depan,Baik,223/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,04,2029-03-20,Masih berlaku
2356,STMIK Mercusuar,Baik,114/SK/BAN-PT/Ak/PT/II/2023,2023,04,2028-02-22,Masih berlaku
1002,STMIK Methodist Binjai,Baik,1488/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,01,2026-08-13,Masih berlaku
3553,STMIK Mikroskil,B,471/SK/BAN-PT/Ak-PPJ/PT/V/2021,2021,01,2026-05-21,Masih berlaku
837,STMIK Muara Dua,Baik,1637/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,02,2026-08-18,Masih berlaku
1548,STMIK Muhammadiyah Paguyangan Brebes,Baik,160/SK/BAN-PT/Ak/PT/III/2024,2024,06,2029-03-05,Masih berlaku
117,STMIK Multicom Bolaan Mongondow,Baik,2072/SK/BAN-PT/Ak/PT/III/2025,2025,16,2030-03-11,Masih berlaku
755,STMIK PGRI Tangerang,Baik,1733/SK/BAN-PT/Ak/PT/IX/2024,2024,04,2029-09-03,Masih berlaku
2252,STMIK PPKIA Pradnya Paramita,B,303/SK/BAN-PT/Ak.Ppj/PT/IV/2023,2023,07,2027-08-16,Masih berlaku
1034,STMIK PPKIA Tarakanita Rahmawati Tarakan,Baik,1458/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,11,2026-08-07,Masih berlaku
3972,STMIK Palangka Raya,Baik,922/SK/BAN-PT/Akred/PT/XI/2020,2020,11,2025-11-10,Masih berlaku
889,STMIK Pamitran,Baik,1670/SK/BAN-PT/Ak.B/PT/VIII/2024,2024,04,2026-08-18,Masih berlaku
2399,STMIK Pelita Nusantara,Baik Sekali,11/SK/BAN-PT/Ak/PT/I/2023,2023,01,2028-01-11,Masih berlaku
4091,STMIK Pontianak,B,119/SK/BAN-PT/Ak-PPJ/PT/IV/2020,2020,11,2025-04-19,Sedang dalam proses evaluasi untuk perpanjangan peringkat
3134,STMIK Pranata Indonesia,Baik,300/SK/BAN-PT/Akred/PT/VI/2022,2022,04,2027-06-28,Masih berlaku
1413,STMIK Primakara,Baik,433/SK/BAN-PT/PEPA-Ppj/PT/IV/2024,2024,08,2029-04-11,Masih berlaku
3384,STMIK Pringsewu,Baik,789/SK/BAN-PT/Akred/PT/VIII/2021,2021,02,2026-08-31,Masih berlaku
2025,STMIK Profesional Makassar,Baik,652/SK/BAN-PT/Ak.Ppj/PT/IX/2023,2023,09,2028-10-03,Masih berlaku
1936,STMIK Rosma,Baik,841/SK/BAN-PT/Ak.Ppj/PT/X/2023,2023,04,2028-11-14,Masih berlaku
3962,STMIK STIKOM Indonesia,Baik,952/SK/BAN-PT/Akred/PT/XI/2020,2020,08,2025-11-17,Masih berlaku
897,STMIK Samarinda,Baik,1668/SK/BAN-PT/Ak.B/PT/VIII/2024,2024,11,2026-08-18,Masih berlaku
3864,STMIK Sinar Nusantara,Baik,1098/SK/BAN-PT/Akred/PT/XII/2020,2020,06,2025-12-15,Masih berlaku
925,STMIK Surya Intan,Baik,1587/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,02,2026-08-14,Masih berlaku
2850,STMIK Syaikh Zainuddin Nahdlatul Wathan,Baik,1122/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,08,2025-07-11,79 hari lagi kedaluwarsa
2665,STMIK Tasikmalaya,Tidak Terakreditasi,1585/SK/BAN-PT/Ak-TMSP/PT/X/2022,2022,04,,Masih berlaku
2407,STMIK Tidore Mandiri,Baik,1/SK/BAN-PT/Ak/PT/I/2023,2023,12,2028-01-10,Masih berlaku
3668,STMIK Time,Baik,292/SK/BAN-PT/Akred/PT/IV/2021,2021,01,2026-04-06,Masih berlaku
1619,STMIK Triguna Dharma,Baik Sekali,49/SK/BAN-PT/Ak/PT/I/2024,2024,01,2029-01-30,Masih berlaku
1055,STMIK Tulus Cendekia,Baik,1449/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,04,2026-08-06,Masih berlaku
325,STMIK Widuri,Baik,2211/SK/BAN-PT/Ak/PT/XII/2024,2024,03,2029-12-11,Masih berlaku
1708,STMIK Widya Pratama,Baik,1201/SK/BAN-PT/PEPA-Ppj/PT/XII/2023,2023,06,2028-12-21,Masih berlaku
2242,STMIK Widya Utama,Baik,314/SK/BAN-PT/Ak/PT/IV/2023,2023,06,2028-04-26,Masih berlaku
3289,STMIK YMI Tegal,Baik,1009/SK/BAN-PT/Akred/PT/XII/2021,2021,06,2026-12-01,Masih berlaku
3636,STMIK Yadika Bangil,Baik,347/SK/BAN-PT/Akred/PT/IV/2021,2021,07,2026-04-20,Masih berlaku
119,STP Dian Mandala Gunung Sitoli Nias Keuskupan Sibolga,Baik Sekali,2038/SK/BAN-PT/Ak/PT/III/2025,2025,PTAS,2030-03-04,Masih berlaku
392,STP Don Bosco Tomohon,Baik,2145/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-26,Masih berlaku
1175,STPAK St. Yohanes Penginjil Ambon,Baik,1318/SK/BAN-PT/Ak.P/PT/VII/2024,2024,PTAS,2026-07-02,Masih berlaku
1445,STT ARASTAMAR MATARAM,Baik,356/SK/BAN-PT/Ak/PT/IV/2024,2024,PTAS,2029-04-02,Masih berlaku
2503,STT ARASTAMAR RIAU,Baik,1890/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,PTAS,2027-09-06,Masih berlaku
1607,STT ARASTAMAR WAMENA,Baik,125/SK/BAN-PT/Ak.B/PT/II/2024,2024,PTAS,2026-02-20,Masih berlaku
1023,STT Advent Papua,Baik,1494/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,PTAS,2026-08-13,Masih berlaku
2135,STT Agape Indonesia Misi Internasional (AIMI),Baik,462/SK/BAN-PT/Ak/PT/VII/2023,2023,PTAS,2028-07-11,Masih berlaku
475,STT Anugerah Alianse Semarang,Baik,2083/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-12,Masih berlaku
3396,STT Anugerah Sinagoge Medan,Tidak Terakreditasi,770/SK/BAN-PT/Ak-TMSP/PT/VIII/2021,2021,PTAS,,Masih berlaku
1615,STT Anugrah Indonesia,Baik,52/SK/BAN-PT/Ak/PT/I/2024,2024,PTAS,2029-01-30,Masih berlaku
3323,STT BISANRY MAKASSAR,Baik,941/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-27,Masih berlaku
2983,STT Banua Niha Keriso Protestan Sundermann Nias,Baik,880/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,PTAS,2025-07-11,79 hari lagi kedaluwarsa
2936,STT Bethel Indonesia Jakarta,Baik,903/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,PTAS,2026-06-18,Masih berlaku
66,STT Bina Muda Wirawan Tangerang,Baik,2105/SK/BAN-PT/Ak/PT/III/2025,2025,PTAS,2030-03-25,Masih berlaku
3744,STT EKUMENE JAKARTA,Baik,145/SK/BAN-PT/Akred/PT/III/2021,2021,PTAS,2026-03-02,Masih berlaku
2149,STT Ebenhaezer Tanjung Enim,Baik,446/SK/BAN-PT/Ak.Ppj/PT/VI/2023,2023,PTAS,2028-07-10,Masih berlaku
387,STT Gereja Injili di Indonesia,Baik,2140/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-26,Masih berlaku
363,STT Gereja Kristen Sumba,Baik,2134/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-26,Masih berlaku
2663,STT Gereja Protestan Indonesia (GPI) Papua,Baik,1599/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,PTAS,2027-10-18,Masih berlaku
626,STT Harapan Indah,Baik,1909/SK/BAN-PT/Ak.P/PT/X/2024,2024,PTAS,2026-10-15,Masih berlaku
3336,STT IKAT di Batam,Baik,915/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-19,Masih berlaku
261,STT INJILI ARASTAMAR NABIRE,Baik,2246/SK/BAN-PT/Ak/PT/XII/2024,2024,PTAS,2029-12-15,Masih berlaku
2425,STT INJILI ARASTAMAR NIAS SELATAN,Baik,1987/SK/BAN-PT/Ak/PT/XII/2022,2022,PTAS,2027-12-06,Masih berlaku
233,STT INJILI INDONESIA KUPANG,Baik,14/SK/BAN-PT/Ak.P/PT/I/2025,2025,PTAS,2027-01-21,Masih berlaku
653,STT INJILI JAKARTA,Baik,1872/SK/BAN-PT/Ak.P/PT/X/2024,2024,PTAS,2026-10-08,Masih berlaku
2606,STT INJILI SETIA SIAU,Baik,1713/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,PTAS,2027-11-01,Masih berlaku
3351,STT Indonesia Manado (STTI Manado),Baik,880/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-05,Masih berlaku
1810,STT Injili Philadelphia Tangerang,Baik,1006/SK/BAN-PT/Ak/PT/XI/2023,2023,PTAS,2028-11-28,Masih berlaku
3649,STT Injili di Palembang,Tidak Terakreditasi,337/SK/BAN-PT/Ak-TMSP/PT/IV/2021,2021,PTAS,,Masih berlaku
1443,STT Internasional Harvest Tangerang,Baik,387/SK/BAN-PT/Ak.Ppj/PT/IV/2024,2024,PTAS,2029-04-10,Masih berlaku
510,STT Kalam Mulia Bandung,Baik,2023/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-05,Masih berlaku
452,STT Kerusso Indonesia Bekasi,Baik,2087/SK/BAN-PT/Ak.B/PT/XI/2024,2024,PTAS,2026-11-12,Masih berlaku
622,STT LEVINUS RUMASEB SENTANI,Baik,1910/SK/BAN-PT/Ak.P/PT/X/2024,2024,PTAS,2026-10-15,Masih berlaku
2400,STT Lighthouse Equipping Theological School (Lets),Baik,12/SK/BAN-PT/Ak/PT/I/2023,2023,PTAS,2028-01-11,Masih berlaku
1237,STT Minyak dan Gas Cilacap,Baik,1203/SK/BAN-PT/Ak.B/PT/VI/2024,2024,06,2026-06-25,Masih berlaku
381,STT Oikumene Injili Sidikalang,Baik,2149/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-26,Masih berlaku
599,STT PRESBYTERIAN INDONESIA,Baik,1911/SK/BAN-PT/Ak.P/PT/X/2024,2024,PTAS,2026-10-15,Masih berlaku
1569,STT Pelita Dunia Banten,Baik,226/SK/BAN-PT/Ak.Ppj/PT/III/2024,2024,PTAS,2029-03-20,Masih berlaku
661,STT Periago,Baik,1853/SK/BAN-PT/Ak.B/PT/X/2024,2024,PTAS,2026-10-05,Masih berlaku
389,STT Permata Bangsa Barito,Baik,2142/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-26,Masih berlaku
609,STT Pokok Anggur Jakarta,Baik,1917/SK/BAN-PT/Ak.B/PT/X/2024,2024,PTAS,2026-10-15,Masih berlaku
542,STT Rumah Murid Kristus Bitung,Baik,1983/SK/BAN-PT/Ak.P/PT/X/2024,2024,PTAS,2026-10-29,Masih berlaku
253,STT SKRIPTURA INDONESIA,Baik,2/SK/BAN-PT/Ak.B/PT/I/2025,2025,PTAS,2027-01-14,Masih berlaku
3482,STT SOE Prov. Nusa Tenggara Timur,Tidak Terakreditasi,604/SK/BAN-PT/Ak-TMSP/PT/VI/2021,2021,PTAS,,Masih berlaku
2535,STT STAR&#039;S LUB LUWUK BANGGAI,Baik,1879/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,PTAS,2027-08-16,Masih berlaku
80,STT SULBAR DI MAMUJU,Baik,2078/SK/BAN-PT/Ak/PT/III/2025,2025,PTAS,2030-03-19,Masih berlaku
172,STT Sangkakala Jakarta,Baik,94/SK/BAN-PT/Ak.P/PT/II/2025,2025,PTAS,2027-02-18,Masih berlaku
208,STT Seapin Filadelfia Pinangunian Bitung,Baik,41/SK/BAN-PT/Ak.P/PT/II/2025,2025,PTAS,2027-02-04,Masih berlaku
1744,STT Sriwijaya Palembang,Baik,1148/SK/BAN-PT/Ak.Ppj/PT/XII/2023,2023,PTAS,2028-12-21,Masih berlaku
2190,STT TRINITY PARAPAT,Baik,390/SK/BAN-PT/Ak/PT/V/2023,2023,PTAS,2028-05-30,Masih berlaku
388,STT WIDYA AGAPE MALANG,Baik,2141/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAS,2026-11-26,Masih berlaku
2608,STT YESYURUN ARASTAMAR SERITI LUWU,Baik,1711/SK/BAN-PT/Ak.Ppj/PT/X/2022,2022,PTAS,2027-11-01,Masih berlaku
2980,Sekolah Agama Islam Rahmaniyah Sekayu,Baik,1054/SK/BAN-PT/Ak.KP/PT/IX/2022,2022,PTAS,2025-07-05,73 hari lagi kedaluwarsa
120,Sekolah TInggi Pastoral (STP) &quot;Santo Bonaventura&quot; Keuskupan Agung Medan,Baik Sekali,2039/SK/BAN-PT/Ak/PT/III/2025,2025,PTAS,2030-03-04,Masih berlaku
3277,Sekolah Tinggi  Ilmu Ekonomi JIU,Tidak Terakreditasi,1046/SK/BAN-PT/Ak-TMSP/PT/XII/2021,2021,04,,Masih berlaku
881,Sekolah Tinggi Agama Buddha Bodhi Dharma,Baik,1665/SK/BAN-PT/Ak.B/PT/VIII/2024,2024,PTAS,2026-08-18,Masih berlaku
1021,Sekolah Tinggi Agama Buddha Dharma Widya,Baik,1497/SK/BAN-PT/Ak.P/PT/VIII/2024,2024,PTAS,2026-08-13,Masih berlaku
1306,Sekolah Tinggi Agama Buddha Kertarajasa,Baik Sekali,1084/SK/BAN-PT/Ak/PT/V/2024,2024,PTAS,2029-05-21,Masih berlaku
3745,Sekolah Tinggi Agama Buddha Maha Prajna Jakarta,Baik,144/SK/BAN-PT/Akred/PT/III/2021,2021,PTAS,2026-03-02,Masih berlaku
3960,Sekolah Tinggi Agama Buddha Maitreyawira,Baik,954/SK/BAN-PT/Akred/PT/XI/2020,2020,PTAS,2025-11-17,Masih berlaku
3608,Sekolah Tinggi Agama Buddha Nalanda,Baik,383/SK/BAN-PT/Akred/PT/IV/2021,2021,PTAS,2026-04-28,Masih berlaku
2139,Sekolah Tinggi Agama Buddha Negeri Raden Wijaya,B,470/SK/BAN-PT/Ak.Ppj/PT/VII/2023,2023,PTAN,2028-07-25,Masih berlaku
4074,Sekolah Tinggi Agama Buddha Negeri Sriwijaya Tangerang,B,284/SK/BAN-PT/Ak-PPJ/PT/V/2020,2020,PTAN,2025-05-24,31 hari lagi kedaluwarsa
1024,Sekolah Tinggi Agama Buddha Samantabadra - NSI,Baik,1533/SK/BAN-PT/Ak.B/PT/VIII/2024,2024,PTAS,2026-08-13,Masih berlaku
3034,Sekolah Tinggi Agama Buddha Syailendra,B,506/SK/BAN-PT/Ak.Ppj/PT/VIII/2022,2022,PTAS,2027-09-13,Masih berlaku
415,Sekolah Tinggi Agama Hindu Bhatara Guru Kendari Sulawesi Tenggara,Baik,2111/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAN,2026-11-19,Masih berlaku
2457,Sekolah Tinggi Agama Hindu Dharma Nusantara Jakarta,B,1964/SK/BAN-PT/Ak.Ppj/PT/XI/2022,2022,PTAN,2027-10-11,Masih berlaku
2476,Sekolah Tinggi Agama Hindu Dharma Sentana Sulawesi Tengah,Baik Sekali,1922/SK/BAN-PT/Ak/PT/XI/2022,2022,PTAN,2027-11-22,Masih berlaku
399,Sekolah Tinggi Agama Hindu Lampung,Baik,2110/SK/BAN-PT/Ak.P/PT/XI/2024,2024,PTAN,2026-11-19,Masih berlaku
628,Sekolah Tinggi Agama Hindu Shantika Dharma Malang,Baik,1888/SK/BAN-PT/Ak.P/PT/X/2024,2024,PTAN,2026-10-15,Masih berlaku
