No,Perguruan Tinggi,Program Studi,Program,Tanggal Terima,Status
4167,Universitas Negeri Padang,Manajemen Perhotelan (PSDKU - Kampus Payakumbuh),S1 Terapan,2024-08-26,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-09-10)
4150,Universitas Ahmad Dahlan Yogyakarta,Studi Islam,S3,2024-08-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4151,Institut Agama Islam Bakti Negara Tegal,Studi Islam,S2,2024-08-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4149,Universitas Islam Negeri Syekh Ali Hasan Ahmad Addary Padangsidimpuan,Studi Islam,S3,2024-08-20,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4152,Politeknik Darussalam Blokagung,Teknologi Rekayasa Otomotif,S1 Terapan,2024-08-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4147,Institut Agama Islam Negeri Manado,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S3,2024-08-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4148,Universitas Muhammadiyah Sumatera Barat,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S2,2024-08-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4156,Politeknik Driyorejo,Teknologi Rekayasa Jaringan,S1 Terapan,2024-08-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4155,Politeknik Darussalam Blokagung,Agribisnis Pangan,S1 Terapan,2024-08-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4154,Politeknik Darussalam Blokagung,Kosmetik dan Perawatan Kecantikan,S1 Terapan,2024-08-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4153,Politeknik Darussalam Blokagung,Desain Mode,S1 Terapan,2024-08-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4142,Universitas Langlang Buana,Manajemen Keamanan dan Keselamatan Publik,S1 Terapan,2024-07-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-30)
4141,Akademi Komunitas Bali Vokasional,Operasionalisasi Divisi Kamar,D-II,2024-07-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-30)
4143,Politeknik Triguna Tasikmalaya,Sistem Informasi Bisnis,S1 Terapan,2024-07-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-30)
4144,Institut Teknologi Sepuluh Nopember,Sains Komunikasi,S1,2024-07-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-30)
4140,Politeknik Negeri Sriwijaya,Teknologi Rekayasa Instalasi Listrik,S1 Terapan,2024-07-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-30)
4139,Politeknik Negeri Manado,Rekayasa Perawatan dan Restorasi Bangunan Gedung,S2 Terapan,2024-07-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-30)
4138,Institut Pertanian Bogor,Kecerdasan Buatan,S1,2024-07-16,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-13)
4137,Politeknik Negeri Fakfak,Pengelolaan Agribisnis Perkebunan,S1 Terapan,2024-07-16,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4136,Universitas Bina Mandiri Gorontalo,Manajemen Kontrak Pemerintah,S1 Terapan,2024-07-16,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4134,Institut Pariwisata Dan Bisnis Internasional,Bisnis Pariwisata,S3 Terapan,2024-07-16,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4135,Politeknik Negeri Malang,Optimasi Desain Mekanik,S3 Terapan,2024-07-16,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4170,Institut Teknologi Sepuluh Nopember (ITS),Analitika Logistik Terapan,S1 Terapan,2024-07-15,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-09-10)
4145,Sekolah Tinggi Agama Khonghucu Indonesia Negeri Bangka Belitung,Komunikasi dan Penyiaran Khonghucu,S1,2024-07-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4146,Sekolah Tinggi Agama Khonghucu Indonesia Negeri Bangka Belitung,Manajemen Bisnis Khonghucu,S1,2024-07-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4128,Sekolah Tinggi Agama Islam Al- Gazali Soppeng,Hukum Keluarga Islam (Akhwal Syakhshiyyah),S1,2024-07-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-16)
4126,Universitas Ma’arif Lampung,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S2,2024-07-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-16)
4127,Institut Agama Islam Al Muslim Aceh,Hukum Keluarga Islam (Akhwal Syakhshiyyah),S2,2024-07-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-16)
4129,Sekolah Tinggi Ilmu Syariah NU Aceh,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S2,2024-07-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-16)
4130,Institut Agama Islam Negeri Ponorogo,Studi Islam,S3,2024-07-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-16)
4131,Institut Agama Islam Negeri Metro,Ilmu Syariah,S3,2024-07-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-16)
4132,Institut Agama Islam Negeri Lhokseumawe,Studi Islam,S3,2024-06-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-16)
4133,Universitas Islam Indragiri,Studi Islam,S2,2024-06-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-16)
4157,Universitas Negeri Padang,Teknologi Kosmetik,S1 Terapan,2024-06-27,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-08-27)
4125,Politeknik Elektronika Negeri Surabaya,Sistem Siber-Fisik,S3 Terapan,2024-06-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-13)
4163,Politeknik Negeri Ketapang,Manajeinen Agribisnis,S1 Terapan,2024-06-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4158,Politeknik Kebangsaan,Perbankan dan Keuangan Digital,S1 Terapan,2024-06-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4161,Akadeini Bisnis Dan Keuangan Primaniyarta,Perbankan dan Keuangan Digital,S1 Terapan,2024-06-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4162,Universitas Siliwangi,Perbankan dan Keuangan Digital,S1 Terapan,2024-06-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4160,Akademi Komunitas Cipta Muda Cemerlang,Desain Digital,D-II,2024-06-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4159,Politeknik Jatiluhur,Usaha Perjalanan Wisata,S1 Terapan,2024-06-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-07-02)
4123,Universitas Diponegoro,Teknologi dan Bisnis Perikanan dan Kelautan,S1,2024-06-24,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4124,Universitas Negeri Surabaya,Hubungan Internasional,S1,2024-06-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4118,Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,Pendidikan Profesi Guru (PPG) Pendidikan Agama Hindu,Profesi,2024-06-14,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4114,Sekolah Tinggi Agama Islam Rawa Aopa Konawe Selatan Sulawesi Tenggara,Hukum Tatanegara (Siyasah Syariyyah),S1,2024-06-11,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4117,Universitas Islam Cordoba Banyuwangi,Ilmu Al Qur’an dan Tafsir,S1,2024-06-11,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4116,Universitas Islam Cordoba Banyuwangi,Bimbingan dan Konseling Islam,S1,2024-06-11,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4115,Universitas Panca Budi,,S2,2024-06-11,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4111,Universitas Sebelas Maret,Ilmu Administrasi Negara Kampus Kebumen (PSDKU),S1,2024-06-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4106,Sekolah Tinggi Teologi Erikson Tritt Manokwari,Teologi,S2,2024-05-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4105,Seko1ah Tinggi Teologi Sungai Kehidupan Borneo,Teologi,S1,2024-05-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4104,Sekolah Tinggi Teologi Suwarnadwipa  Medan,Misi dan Komunikasi Kristen,S1,2024-05-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4108,Sekolah Tinggi Teologi Injili Arastamar (SETIA) Jakarta,Teologi,S3,2024-05-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4103,Sekolah Tinggi Agama Kristen Sabda Holistik Malang,Ministri,S1,2024-05-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4121,Politeknik Internasional Bali,Perencanaan dan Pengembangan Pariwisata,S2 Terapan,2024-05-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4122,Politeknik Negeri Sriwijaya,Bahasa Inggris untuk Komunikasi Bisnis dan Profesiona,S1 Terapan,2024-05-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4107,Sekolah Tinggi Teologi lnjili Efrata Sidoarjo,Teologi,S2,2024-05-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4101,Sekolah Tinggi Agama Hindu Negeri Mpu Kuturan Singaraja,Ilmu Agama dan Kebudayaan,S3,2024-05-28,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4112,Universitas Diponegoro,Agribisnis Kampus Batang (PSDKU),S1,2024-05-28,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4120,Universitas Katolik Parahyangan,Agribisnis Pangan,S1 Terapan,2024-05-28,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4109,Sekolah Tinggi Teologi Kadesi Bogor,Ministri,S3,2024-05-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4110,Sekolah Tinggi Agama Kristen Imanuel Bitung,Teologi,S1,2024-05-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4113,Universitas Airlangga,Manajemen Perkantoran Digital,S1 Terapan,2024-05-15,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4102,Institut Agama Hindu Negeri Gde Pudja Mataram,Pendidikan Profesi Guru (PPG) Agama Hindu,Profesi,2024-05-14,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-04)
4100,Sekolah Tinggi Ilmu Ushuluddin Darul Hikmah Bekasi,Ilmu Hadis,S1,2024-05-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4099,UIN Abdurrahman Wahid Pekalongan,Ilmu Syariah,S3,2024-05-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4098,IAI Persis Bandung,Ilmu Hadis,S1,2024-05-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4097,IAIN Pangandaran,Ilmu Al Qur’an dan Tafsir,S1,2024-05-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4096,IAIN Pangandaran,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,2024-05-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4095,IAIN Pangandaran,Komunikasi dan Penyiaran Islam,S1,2024-05-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4094,IAIN Pangandaran,Hukum Ekonomi Syariah (Muamalah),S1,2024-05-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4088,Universitas Brawijaya,Ilmu Ketahanan Nasional,S3,2024-05-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4083,Universitas Gadjah Mada,Ilmu Perikanan dan Kelautan Tropis,S3,2024-04-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-25)
4087,Universitas Indonesia,Kajian Informasi,S3,2024-04-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4090,Sekolah Tinggi Agama Islam Nurul Iman Bogor,Ilmu Hadis,S1,2024-04-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-29)
4089,Sekolah Tinggi Ekonomi Dan Bisnis Syariah (STEBIS) Indo Global Mandiri,Hukum Ekonomi Syariah (Muamalah),S1,2024-04-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-29)
4091,STIT Almarhalah Al- Ulya,Hukum Ekonomi Syariah (Muamalah),S1,2024-04-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-29)
4092,Institut Agama Islam Negeri Metro,Ilmu Hadist,S1,2024-04-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-29)
4093,Institut Agama Islam Negeri Metro,Pengembangan Masyarakat Islam,S1,2024-04-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-29)
4086,Universitas Negeri Surabaya,Manajemen Olahraga,S2,2024-04-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4084,Universitas Pendidikan Indonesia,Pendidikan Guru,S2,2024-04-17,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4085,Universitas Negeri Surabaya,Kepelatihan Olahraga,S2,2024-04-16,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-05-14)
4079,Universitas Terbuka,Hukum (PJJ),S2,2024-04-09,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4067,Sekolah Tinggi Agama Katolik (STAKat) Negeri Pontianak,Konseling Pastoral,S1,2024-04-04,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4066,Sekolah Tinggi Agama Katolik (STAKat) Negeri Pontianak,Pastoral,S1,2024-04-04,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4078,Universitas Sebelas Maret,Proteksi Tanaman,S1,2024-04-04,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4068,Sekolah Tinggi Agama Katolik (STAKat) Negeri Pontianak,Teologi,S1,2024-04-04,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4119,Politeknik Maritim Negeri Indonesia,Teknologi Rekayasa Mekatronika,S1 Terapan,2024-04-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-06-25)
4072,Politeknik Maritim Negeri Indonesia,Teknologi Rekayasa Mekatronika,S1 Terapan,2024-04-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4069,Politeknik Batu,Akuntansi Bisnis Digital,S1 Terapan,2024-04-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4071,Politeknik Manufaktur Bandung,Teknologi Rekayasa Sistem Aerial Nirawak,S1 Terapan,2024-04-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4070,Politeknik Batu,Pengelolaan Perhotelan,S1 Terapan,2024-04-01,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4081,Universitas Sebelas Maret,Agribisnis (PSDKU - Magetan),D-III,2024-03-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4080,Universitas Sebelas Maret,Bahasa Mandarin untuk Komunikasi Bisnis dan Profesional,S1 Terapan,2024-03-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4065,Universitas Al-Azhar Indonesia,Hukum,S3,2024-03-28,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4077,Universitas Indonesia,Profesi Psikologi,Profesi,2024-03-28,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4075,Universitas Hasanuddin,Penginderaan Jauh dan Sistem Informasi Geografis (PJ-SIG),S1 Terapan,2024-03-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4076,Universitas Hasanuddin,Pembangunan Pertanian,S1,2024-03-22,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4074,Universitas Negeri Padang,Ilmu Lingkungan,S1,2024-03-19,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4073,Universitas Negeri Semarang,Ilmu Komunikasi,S1,2024-03-14,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-16)
4064,Universitas Sebelas Maret,Magister Perencanaan Wilayah dan Kota,S2,2024-03-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4060,Universitas Negeri Malang,Pendidikan Bahasa Indonesia Bagi Penutur Asing (BIPA),S2,2024-02-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4057,Politeknik Siti Nadhira,Administrasi Perkantoran Digital,S1 Terapan,2024-02-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4058,Politeknik Siti Nadhira,Akuntansi Bisnis Digital,S1 Terapan,2024-02-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4059,Universitas Muhammadi yah Kendari,Hubungan Masyarakat dan Komunikasi Digital,S1 Terapan,2024-02-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4056,Institut Seni Indonesia Surakarta,Destinasi Pariwisata,S1 Terapan,2024-02-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4063,Universitas Brawijaya,Magister Sains Psikologi,S2,2024-02-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4062,Universitas Hasanuddin,Teknologi Metalurgi Ekstraksi,S1 Terapan,2024-02-24,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4052,Politeknik Elbajo Commodus,Bahasa Inggris untuk Komunikasi Bisnis dan Profesional,S1 Terapan,2024-02-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4055,Politeknik Negeri Sriwijaya,Arsitektur Bangunan Gedung,S1 Terapan,2024-02-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4054,Politeknik Sahid,Pengelolaan Perhotelan,S1 Terapan,2024-02-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4053,Universitas Telkom,Sistem Informasi Kota Cerdas,S1 Terapan,2024-02-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4051,Institut Seni Indonesia Surakarta,Tata Kelola Seni,S1 Terapan,2024-02-21,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4040,Universitas Airlangga,Teknologi Veteriner,S1 Terapan,2024-02-13,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4082,Universitas Andalas,Manajemen Bencana,S2,2024-02-13,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-04-29)
4039,Universitas Airlangga,Kearsipan Informasi Digital,S1 Terapan,2024-02-13,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4033,Akademi Komunitas Perkebunan Yogyakarta,Teknik Pengolahan Kelapa Sawit,D-II,2024-02-12,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4034,Akademi Komunitas Perkebunan Yogyakarta,Budi Daya Kelapa Sawit,D-II,2024-02-12,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4030,Universitas Katolik Parahyangan,Teknologi Rekayasa Pangan,S1 Terapan,2024-02-12,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4032,Politeknik Negeri Madiun,Bahasa Inggris untuk Komunikasi Bisnis dan Profesional,S1 Terapan,2024-02-12,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4031,Politeknik Negeri Sriwijaya,Agribisnis Pangan,S1 Terapan,2024-02-12,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4043,IAIN Syekh Nurjati Cirebon,Pendidikan Jarak Jauh Hukum Keluarga Islam (Akhwal Syakhshiyyah),S1,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4042,IAIN Syekh Nurjati Cirebon,Pendidikan Jarak Jauh Sejarah Peradaban Islam,S1,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4041,Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama (STITNU) Al-Farabi Pangandaran,Hukum Keluarga Islam (Akhwal Syakhshiyyah),S1,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4044,IAIN Kerinci,Pemikiran Politik Islam,S1,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4048,UIN Raden Intan Lampung,Ilmu Hadis,S1,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4050,UIN Mataram,Studi Islam,S3,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4049,Institut Agama Islam Riyadlotul Mujahidin Ngabar Ponorogo,Hukum Keluarga Islam (Akhwal Syakhshiyyah),S1,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4047,Sekolah Tinggi Agama Islam Al - Azhar Menganti Gresik,Psikologi Islam,S1,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4046,Sekolah Tinggi Agama Islam Al - Azhar Menganti Gresik,Bimbingan Konseling Islam,S1,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4045,Universitas PTIQ,Ilmu Hadis,S1,2024-02-07,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4038,Universitas Teknologi Surabaya,Teknologi Pendidikan (PJJ),S2,2024-02-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4029,Universitas Ibn Khaldun,Perbankan dan Keuangan Digital,S1 Terapan,2024-02-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4028,Politeknik Haji Anwar Sanusi,Hubungan Masyarakat dan Komunikasi Digital,S1 Terapan,2024-02-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4027,Politeknik Negeri Sriwijaya,Manajemen Agribisnis,S1 Terapan,2024-02-02,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4061,Universitas Negeri Malang,Arsitektur,S1,2024-01-31,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-03-13)
4037,Universitas Indonesia,Magister Terapan Industri Kreattif,S2 Terapan,2024-01-29,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4036,Universitas Pendidikan Indonesia,Ilmu Hukum,S1,2024-01-25,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4035,Universitas Hasanuddin,Teknologi Industri Pertanian,S1,2024-01-23,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
3997,Universitas Terbuka,Perpajakan,S1,2024-01-12,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-01-16)
4006,Universitas Negeri Malang,Hukum,S1,2024-01-09,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-01-16)
4007,Universitas Negeri Malang,Pariwisata,S1,2024-01-09,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-01-16)
4025,Universitas Pakuan,Kecerdasan Buatan dan Robotik,S1 Terapan,2024-01-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4026,Politeknik Negeri Lampung,Kimia Terapan,S1 Terapan,2024-01-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4008,Sekolah Tinggi Agama Buddha Negeri Raden Wijaya Wonogiri,Kepenyuluhan Buddha,S2,2024-01-08,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-01-16)
4024,Politeknik Caltex,Hubungan Masyarakat dan Komunikasi Digital,S1 Terapan,2024-01-04,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4023,Politeknik Manahijul Huda,Manajemen Agribisnis,S1 Terapan,2024-01-04,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
4022,Politeknik Negeri Madiun,Teknologi Rekayasa Elektronika,S1 Terapan,2024-01-03,Memenuhi Syarat Minimum Akreditasi. Keputusan tanggal( 2024-02-20)
